INFRACCIONES,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,
    2.1.-Malos tratos habituales en el ámbito familiar,91.0,68.0,107.0,112.0,88.0,130.0,128.0,113.0,69.0,81.0,99.0,208.0,
    2.2.-Otros contra la libertad,1855.0,1824.0,1765.0,1639.0,1754.0,1694.0,1027.0,381.0,444.0,458.0,433.0,452.0,
    3. LIBERTAD SEXUAL,266.0,215.0,193.0,207.0,146.0,146.0,147.0,125.0,119.0,149.0,125.0,153.0,
    3.1.-Agresión sexual,32.0,32.0,22.0,33.0,29.0,24.0,31.0,25.0,20.0,44.0,35.0,43.0,
    3.2.-Agresión sexual con penetración,37.0,20.0,12.0,17.0,20.0,16.0,8.0,13.0,19.0,16.0,16.0,21.0,
    3.3.-Corrupción de menores o incapacitados,8.0,2.0,3.0,11.0,1.0,2.0,7.0,8.0,7.0,2.0,8.0,6.0,
    3.4.-Pornografía de menores,19.0,12.0,11.0,11.0,8.0,10.0,10.0,7.0,9.0,11.0,8.0,25.0,
    3.5.-Otros contra la libertad e indemnidad sexual,170.0,149.0,145.0,135.0,88.0,94.0,91.0,72.0,64.0,76.0,58.0,58.0,
    4. RELACIONES FAMILIARES,91.0,78.0,99.0,104.0,117.0,106.0,149.0,137.0,144.0,160.0,160.0,117.0,
    5. PATRIMONIO,18028.0,16593.0,19066.0,18807.0,17964.0,18359.0,18946.0,19530.0,20834.0,20612.0,18959.0,18724.0,
    5.1.-Hurtos,4705.0,4148.0,6780.0,7223.0,7261.0,7638.0,8275.0,8715.0,10060.0,10381.0,9322.0,8721.0,
    5.2.-Robos con fuerza en las cosas,1976.0,1891.0,2440.0,2359.0,2650.0,3043.0,3075.0,3222.0,3348.0,3553.0,3489.0,4028.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,394.0,389.0,421.0,466.0,485.0,565.0,467.0,568.0,568.0,677.0,736.0,797.0,
    5.2.2.-Robos con fuerza en viviendas,832.0,650.0,908.0,871.0,956.0,1101.0,956.0,931.0,1029.0,1130.0,683.0,770.0,
    5.2.3.-Robos con fuerza en establecimientos,365.0,459.0,618.0,594.0,762.0,832.0,1000.0,944.0,896.0,867.0,1038.0,1122.0,
    5.3.-Robos con violencia o intimidación,295.0,317.0,362.0,355.0,371.0,531.0,603.0,683.0,766.0,836.0,643.0,612.0,
    5.3.1.-Robos con violencia en vía pública,155.0,164.0,196.0,207.0,218.0,321.0,360.0,408.0,458.0,540.0,429.0,396.0,
    5.3.2.-Robos con violencia en viviendas,25.0,41.0,41.0,35.0,35.0,44.0,64.0,85.0,81.0,71.0,57.0,46.0,
    5.3.3.-Robos con violencia en establecimientos,67.0,78.0,97.0,76.0,70.0,103.0,130.0,116.0,130.0,117.0,84.0,114.0,
    5.4.-Sustracción de vehículos,259.0,289.0,224.0,211.0,394.0,371.0,449.0,484.0,451.0,480.0,664.0,665.0,
    5.5.-Estafas,7053.0,6530.0,5575.0,4815.0,3551.0,2955.0,2446.0,2033.0,1646.0,1544.0,1352.0,1125.0,
    5.5.1.-Estafas informáticas,6187.0,5623.0,3657.0,2371.0,1677.0,1277.0,1002.0,690.0,585.0,475.0,376.0,320.0,
    5.6.-Daños,2931.0,2625.0,2824.0,2994.0,3008.0,3025.0,3112.0,3265.0,3718.0,3429.0,3195.0,3294.0,
    5.7.-Contra la propiedad intelectual/industrial,11.0,6.0,18.0,37.0,7.0,12.0,16.0,26.0,23.0,32.0,19.0,32.0,
    5.8.-Blanqueo de capitales,1.0,1.0,1.0,4.0,3.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,
    5.9.-Otros contra el patrimonio,797.0,786.0,842.0,809.0,719.0,784.0,969.0,1101.0,819.0,357.0,273.0,246.0,
    6. SEGURIDAD COLECTIVA,1098.0,924.0,1205.0,1051.0,1052.0,1108.0,1111.0,1320.0,1458.0,1545.0,1583.0,1194.0,
    6.1.-Tráfico de drogas,166.0,180.0,206.0,140.0,130.0,103.0,154.0,167.0,189.0,206.0,240.0,154.0,
    6.2.-Contra la seguridad vial,855.0,688.0,948.0,865.0,860.0,946.0,924.0,1105.0,1219.0,1295.0,1300.0,994.0,
    6.3.-Otros contra la seguridad colectiva,77.0,56.0,51.0,46.0,62.0,59.0,33.0,48.0,50.0,44.0,43.0,46.0,
    7. FALSEDADES,411.0,305.0,220.0,185.0,178.0,201.0,188.0,185.0,157.0,204.0,179.0,129.0,
    8. ADMÓN. PÚBLICA,8.0,2.0,6.0,3.0,3.0,0.0,4.0,0.0,8.0,6.0,7.0,2.0,
    9. ADMÓN. JUSTICIA,568.0,560.0,567.0,557.0,575.0,512.0,446.0,502.0,447.0,408.0,516.0,519.0,
    10. ORDEN PÚBLICO,489.0,540.0,360.0,376.0,409.0,368.0,449.0,626.0,664.0,781.0,766.0,708.0,
    11. LEGISLACIÓN ESPECIAL,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,
    12. OTRAS INFRACCIONES PENALES,226.0,176.0,205.0,233.0,205.0,230.0,149.0,80.0,87.0,82.0,75.0,102.0,
    TOTAL INFRACCIONES PENALES,26340.0,24324.0,27163.0,26433.0,25652.0,26093.0,26982.0,28430.0,30049.0,30164.0,29158.0,28481.0,
Palencia,
    1. CONTRA LAS PERSONAS,490.0,397.0,490.0,476.0,490.0,480.0,649.0,893.0,910.0,912.0,1008.0,985.0,
    1.1.-Homicidios dolosos/asesinatos,4.0,2.0,5.0,2.0,0.0,0.0,2.0,2.0,3.0,1.0,5.0,5.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,
    1.2.-Lesiones,288.0,245.0,311.0,313.0,311.0,300.0,306.0,361.0,312.0,351.0,410.0,412.0,
    1.3.-Malos tratos ámbito familiar,193.0,145.0,160.0,155.0,171.0,178.0,133.0,130.0,139.0,124.0,160.0,105.0,
    1.4.-Otros contra las personas,5.0,5.0,14.0,6.0,8.0,2.0,208.0,400.0,456.0,436.0,433.0,463.0,
    2. CONTRA LA LIBERTAD,403.0,350.0,336.0,364.0,330.0,322.0,194.0,63.0,64.0,52.0,63.0,66.0,
    2.1.-Malos tratos habituales en el ámbito familiar,21.0,17.0,26.0,22.0,27.0,37.0,31.0,32.0,30.0,26.0,34.0,28.0,
    2.2.-Otros contra la libertad,382.0,333.0,310.0,342.0,303.0,285.0,163.0,31.0,34.0,26.0,29.0,38.0,
    3. LIBERTAD SEXUAL,32.0,32.0,29.0,33.0,29.0,11.0,15.0,31.0,11.0,13.0,15.0,14.0,
    3.1.-Agresión sexual,3.0,1.0,2.0,4.0,9.0,3.0,3.0,9.0,6.0,0.0,6.0,5.0,
    3.2.-Agresión sexual con penetración,2.0,2.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,
    3.3.-Corrupción de menores o incapacitados,0.0,1.0,2.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,
    3.4.-Pornografía de menores,1.0,5.0,4.0,2.0,4.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,
    3.5.-Otros contra la libertad e indemnidad sexual,26.0,23.0,18.0,23.0,12.0,6.0,5.0,14.0,1.0,10.0,7.0,5.0,
    4. RELACIONES FAMILIARES,12.0,6.0,16.0,13.0,20.0,15.0,14.0,22.0,17.0,15.0,4.0,9.0,
    5. PATRIMONIO,2919.0,2551.0,2930.0,2957.0,2795.0,2713.0,2691.0,2874.0,2969.0,3273.0,3234.0,3341.0,
    5.1.-Hurtos,667.0,532.0,875.0,851.0,957.0,978.0,1145.0,1288.0,1404.0,1387.0,1346.0,1397.0,
    5.2.-Robos con fuerza en las cosas,290.0,260.0,392.0,428.0,439.0,432.0,434.0,492.0,572.0,715.0,691.0,671.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,34.0,35.0,33.0,45.0,49.0,49.0,60.0,61.0,74.0,81.0,166.0,91.0,
    5.2.2.-Robos con fuerza en viviendas,99.0,85.0,108.0,161.0,131.0,145.0,148.0,149.0,188.0,206.0,72.0,137.0,
    5.2.3.-Robos con fuerza en establecimientos,78.0,50.0,91.0,82.0,88.0,71.0,79.0,104.0,122.0,150.0,160.0,181.0,
    5.3.-Robos con violencia o intimidación,44.0,31.0,37.0,23.0,44.0,49.0,48.0,43.0,47.0,49.0,67.0,72.0,
    5.3.1.-Robos con violencia en vía pública,19.0,13.0,15.0,8.0,17.0,25.0,30.0,25.0,28.0,37.0,41.0,30.0,
    5.3.2.-Robos con violencia en viviendas,2.0,6.0,2.0,3.0,1.0,6.0,7.0,10.0,4.0,3.0,4.0,3.0,
    5.3.3.-Robos con violencia en establecimientos,12.0,9.0,13.0,8.0,15.0,6.0,6.0,4.0,12.0,7.0,5.0,28.0,
    5.4.-Sustracción de vehículos,28.0,33.0,33.0,20.0,15.0,48.0,24.0,32.0,38.0,54.0,47.0,70.0,
    5.5.-Estafas,1128.0,993.0,776.0,805.0,590.0,433.0,290.0,253.0,175.0,203.0,147.0,138.0,
    5.5.1.-Estafas informáticas,991.0,803.0,570.0,556.0,360.0,241.0,106.0,89.0,67.0,52.0,50.0,52.0,
    5.6.-Daños,582.0,563.0,660.0,689.0,658.0,680.0,684.0,693.0,672.0,808.0,890.0,955.0,
    5.7.-Contra la propiedad intelectual/industrial,2.0,2.0,7.0,9.0,3.0,3.0,3.0,9.0,3.0,10.0,1.0,7.0,
    5.8.-Blanqueo de capitales,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
    5.9.-Otros contra el patrimonio,178.0,136.0,150.0,132.0,88.0,90.0,63.0,64.0,58.0,47.0,45.0,31.0,
    6. SEGURIDAD COLECTIVA,190.0,173.0,217.0,201.0,163.0,138.0,187.0,192.0,214.0,234.0,261.0,282.0,
    6.1.-Tráfico de drogas,40.0,48.0,44.0,29.0,25.0,15.0,24.0,26.0,25.0,17.0,23.0,19.0,
    6.2.-Contra la seguridad vial,144.0,123.0,170.0,160.0,132.0,117.0,159.0,159.0,184.0,212.0,235.0,259.0,
    6.3.-Otros contra la seguridad colectiva,6.0,2.0,3.0,12.0,6.0,6.0,4.0,7.0,5.0,5.0,3.0,4.0,
    7. FALSEDADES,91.0,74.0,60.0,53.0,42.0,37.0,27.0,36.0,32.0,23.0,36.0,22.0,
    8. ADMÓN. PÚBLICA,1.0,1.0,1.0,4.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,
    9. ADMÓN. JUSTICIA,68.0,67.0,73.0,70.0,68.0,90.0,66.0,59.0,49.0,74.0,90.0,73.0,
    10. ORDEN PÚBLICO,63.0,59.0,61.0,56.0,62.0,32.0,64.0,97.0,77.0,112.0,129.0,106.0,
    11. LEGISLACIÓN ESPECIAL,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,
    12. OTRAS INFRACCIONES PENALES,37.0,45.0,32.0,35.0,27.0,24.0,20.0,23.0,16.0,18.0,13.0,18.0,
    TOTAL INFRACCIONES PENALES,4306.0,3755.0,4248.0,4262.0,4026.0,3862.0,3930.0,4292.0,4361.0,4726.0,4855.0,4917.0,
Palmas (Las),
    1. CONTRA LAS PERSONAS,7055.0,6737.0,7159.0,6740.0,6734.0,6255.0,9132.0,11711.0,11316.0,11509.0,11982.0,11756.0,
    1.1.-Homicidios dolosos/asesinatos,34.0,28.0,34.0,29.0,27.0,26.0,39.0,33.0,28.0,37.0,31.0,32.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,10.0,4.0,10.0,11.0,10.0,12.0,15.0,6.0,5.0,10.0,10.0,4.0,
    1.2.-Lesiones,3829.0,3534.0,4105.0,3832.0,4028.0,3638.0,3730.0,3431.0,3619.0,3947.0,3935.0,4138.0,
    1.3.-Malos tratos ámbito familiar,2961.0,2950.0,2784.0,2658.0,2603.0,2521.0,2472.0,2223.0,2232.0,2128.0,2282.0,2012.0,
    1.4.-Otros contra las personas,231.0,225.0,236.0,221.0,76.0,70.0,2891.0,6024.0,5437.0,5397.0,5734.0,5574.0,
    2. CONTRA LA LIBERTAD,6038.0,5893.0,5667.0,5501.0,5342.0,4899.0,3100.0,1150.0,1215.0,1169.0,1293.0,1446.0,
    2.1.-Malos tratos habituales en el ámbito familiar,394.0,366.0,392.0,337.0,327.0,284.0,300.0,336.0,367.0,411.0,463.0,675.0,
    2.2.-Otros contra la libertad,5644.0,5527.0,5275.0,5164.0,5015.0,4615.0,2800.0,814.0,848.0,758.0,830.0,771.0,
    3. LIBERTAD SEXUAL,556.0,560.0,526.0,453.0,366.0,320.0,289.0,274.0,267.0,313.0,280.0,346.0,
    3.1.-Agresión sexual,87.0,58.0,66.0,64.0,55.0,49.0,40.0,43.0,55.0,65.0,56.0,54.0,
    3.2.-Agresión sexual con penetración,52.0,59.0,39.0,53.0,45.0,30.0,37.0,19.0,24.0,34.0,45.0,50.0,
    3.3.-Corrupción de menores o incapacitados,9.0,37.0,20.0,5.0,14.0,12.0,11.0,7.0,6.0,25.0,16.0,17.0,
    3.4.-Pornografía de menores,45.0,41.0,45.0,26.0,32.0,18.0,17.0,16.0,23.0,17.0,17.0,34.0,
    3.5.-Otros contra la libertad e indemnidad sexual,363.0,365.0,356.0,305.0,220.0,211.0,184.0,189.0,159.0,172.0,146.0,191.0,
    4. RELACIONES FAMILIARES,436.0,476.0,505.0,577.0,653.0,644.0,755.0,939.0,872.0,791.0,683.0,646.0,
    5. PATRIMONIO,28131.0,30320.0,34492.0,31923.0,31557.0,30985.0,30318.0,30598.0,32772.0,34419.0,33903.0,31560.0,
    5.1.-Hurtos,9417.0,8912.0,12971.0,13345.0,14328.0,14821.0,14955.0,15499.0,16711.0,16351.0,16183.0,14089.0,
    5.2.-Robos con fuerza en las cosas,3886.0,3519.0,4881.0,4947.0,5628.0,5758.0,5412.0,5714.0,6676.0,7146.0,6879.0,7220.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,1300.0,1021.0,1652.0,1601.0,1931.0,1857.0,1745.0,1890.0,2108.0,2244.0,2371.0,1701.0,
    5.2.2.-Robos con fuerza en viviendas,1167.0,1148.0,1418.0,1348.0,1396.0,1533.0,1467.0,1423.0,1921.0,2105.0,1304.0,1752.0,
    5.2.3.-Robos con fuerza en establecimientos,597.0,618.0,703.0,845.0,911.0,977.0,866.0,888.0,890.0,942.0,790.0,1208.0,
    5.3.-Robos con violencia o intimidación,796.0,685.0,825.0,796.0,762.0,777.0,779.0,918.0,1057.0,1184.0,1212.0,1114.0,
    5.3.1.-Robos con violencia en vía pública,471.0,385.0,481.0,469.0,466.0,472.0,453.0,572.0,675.0,770.0,722.0,795.0,
    5.3.2.-Robos con violencia en viviendas,76.0,89.0,94.0,67.0,55.0,72.0,67.0,63.0,83.0,80.0,74.0,63.0,
    5.3.3.-Robos con violencia en establecimientos,134.0,123.0,115.0,139.0,130.0,118.0,134.0,148.0,135.0,148.0,141.0,133.0,
    5.4.-Sustracción de vehículos,569.0,537.0,656.0,593.0,853.0,779.0,882.0,900.0,944.0,1161.0,1467.0,1457.0,
    5.5.-Estafas,7821.0,11229.0,8876.0,6372.0,4208.0,3511.0,3138.0,2592.0,2219.0,3074.0,2531.0,2031.0,
    5.5.1.-Estafas informáticas,5538.0,7896.0,4182.0,2287.0,1659.0,1241.0,1184.0,857.0,658.0,1046.0,710.0,513.0,
    5.6.-Daños,4433.0,4001.0,4560.0,4238.0,4255.0,4087.0,4045.0,4038.0,4427.0,4852.0,5039.0,5139.0,
    5.7.-Contra la propiedad intelectual/industrial,15.0,27.0,82.0,64.0,47.0,45.0,63.0,46.0,67.0,56.0,25.0,52.0,
    5.8.-Blanqueo de capitales,10.0,5.0,9.0,10.0,7.0,12.0,16.0,4.0,3.0,7.0,3.0,2.0,
    5.9.-Otros contra el patrimonio,1184.0,1405.0,1632.0,1558.0,1469.0,1195.0,1028.0,887.0,668.0,588.0,564.0,456.0,
    6. SEGURIDAD COLECTIVA,1552.0,1494.0,1807.0,1684.0,1650.0,1525.0,1570.0,1798.0,1880.0,1898.0,2253.0,1870.0,
    6.1.-Tráfico de drogas,333.0,317.0,379.0,379.0,343.0,375.0,343.0,328.0,366.0,352.0,431.0,448.0,
    6.2.-Contra la seguridad vial,1178.0,1131.0,1394.0,1243.0,1250.0,1099.0,1158.0,1406.0,1448.0,1479.0,1766.0,1346.0,
    6.3.-Otros contra la seguridad colectiva,41.0,46.0,34.0,62.0,57.0,51.0,69.0,64.0,66.0,67.0,56.0,76.0,
    7. FALSEDADES,628.0,558.0,739.0,434.0,606.0,359.0,416.0,273.0,272.0,286.0,281.0,196.0,
    8. ADMÓN. PÚBLICA,25.0,9.0,9.0,10.0,135.0,14.0,15.0,10.0,9.0,17.0,10.0,12.0,
    9. ADMÓN. JUSTICIA,1006.0,988.0,1023.0,841.0,807.0,729.0,737.0,786.0,719.0,748.0,730.0,686.0,
    10. ORDEN PÚBLICO,630.0,776.0,511.0,447.0,465.0,481.0,603.0,772.0,776.0,914.0,904.0,964.0,
    11. LEGISLACIÓN ESPECIAL,1.0,0.0,10.0,0.0,1.0,2.0,5.0,3.0,4.0,4.0,14.0,5.0,
    12. OTRAS INFRACCIONES PENALES,388.0,335.0,307.0,258.0,223.0,249.0,226.0,229.0,110.0,119.0,130.0,87.0,
    TOTAL INFRACCIONES PENALES,46446.0,48146.0,52755.0,48868.0,48539.0,46462.0,47166.0,48543.0,50212.0,52187.0,52463.0,49574.0,
Pontevedra,
    1. CONTRA LAS PERSONAS,3069.0,2936.0,3133.0,3075.0,3085.0,3115.0,4613.0,5989.0,5890.0,6163.0,6262.0,5949.0,
    1.1.-Homicidios dolosos/asesinatos,15.0,19.0,18.0,5.0,13.0,9.0,27.0,32.0,18.0,14.0,18.0,20.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,6.0,5.0,7.0,1.0,4.0,2.0,12.0,8.0,5.0,5.0,3.0,6.0,
    1.2.-Lesiones,1839.0,1659.0,1925.0,1916.0,1945.0,2073.0,2168.0,2158.0,2159.0,2350.0,2454.0,2363.0,
    1.3.-Malos tratos ámbito familiar,1136.0,1192.0,1107.0,1071.0,1054.0,969.0,942.0,869.0,984.0,897.0,931.0,850.0,
    1.4.-Otros contra las personas,79.0,66.0,83.0,83.0,73.0,64.0,1476.0,2930.0,2729.0,2902.0,2859.0,2716.0,
    2. CONTRA LA LIBERTAD,2576.0,2299.0,2197.0,2204.0,2345.0,2324.0,1409.0,655.0,622.0,624.0,719.0,742.0,
    2.1.-Malos tratos habituales en el ámbito familiar,127.0,126.0,171.0,145.0,152.0,172.0,156.0,175.0,195.0,211.0,343.0,384.0,
    2.2.-Otros contra la libertad,2449.0,2173.0,2026.0,2059.0,2193.0,2152.0,1253.0,480.0,427.0,413.0,376.0,358.0,
    3. LIBERTAD SEXUAL,298.0,226.0,251.0,202.0,182.0,181.0,171.0,137.0,122.0,154.0,147.0,144.0,
    3.1.-Agresión sexual,43.0,20.0,36.0,31.0,33.0,31.0,34.0,27.0,19.0,38.0,36.0,36.0,
    3.2.-Agresión sexual con penetración,30.0,22.0,45.0,25.0,13.0,24.0,28.0,18.0,25.0,20.0,20.0,22.0,
    3.3.-Corrupción de menores o incapacitados,2.0,2.0,6.0,1.0,3.0,5.0,4.0,18.0,5.0,8.0,2.0,2.0,
    3.4.-Pornografía de menores,11.0,13.0,15.0,8.0,14.0,8.0,11.0,4.0,5.0,7.0,10.0,16.0,
    3.5.-Otros contra la libertad e indemnidad sexual,212.0,169.0,149.0,137.0,119.0,113.0,94.0,70.0,68.0,81.0,79.0,68.0,
    4. RELACIONES FAMILIARES,61.0,67.0,81.0,71.0,112.0,108.0,146.0,145.0,132.0,118.0,87.0,73.0,
    5. PATRIMONIO,22126.0,18664.0,20066.0,19279.0,18252.0,18921.0,19923.0,20559.0,21866.0,21817.0,21518.0,20243.0,
    5.1.-Hurtos,4749.0,4188.0,6524.0,7182.0,7414.0,7816.0,7998.0,8627.0,9239.0,8862.0,8423.0,7963.0,
    5.2.-Robos con fuerza en las cosas,2159.0,2630.0,3867.0,3465.0,3648.0,3525.0,4433.0,4542.0,5094.0,5253.0,5501.0,4854.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,713.0,817.0,1087.0,863.0,1078.0,870.0,1047.0,1003.0,1325.0,1549.0,1633.0,987.0,
    5.2.2.-Robos con fuerza en viviendas,786.0,877.0,1122.0,1225.0,1237.0,1325.0,1583.0,1582.0,1662.0,1439.0,1255.0,1107.0,
    5.2.3.-Robos con fuerza en establecimientos,303.0,520.0,1026.0,763.0,783.0,743.0,936.0,1003.0,1067.0,1100.0,1143.0,981.0,
    5.3.-Robos con violencia o intimidación,213.0,258.0,332.0,375.0,425.0,406.0,367.0,398.0,515.0,606.0,504.0,549.0,
    5.3.1.-Robos con violencia en vía pública,115.0,109.0,155.0,201.0,253.0,217.0,199.0,228.0,234.0,322.0,253.0,326.0,
    5.3.2.-Robos con violencia en viviendas,15.0,28.0,41.0,49.0,38.0,44.0,34.0,47.0,59.0,52.0,47.0,52.0,
    5.3.3.-Robos con violencia en establecimientos,66.0,88.0,85.0,85.0,76.0,96.0,93.0,88.0,161.0,163.0,132.0,128.0,
    5.4.-Sustracción de vehículos,214.0,228.0,331.0,318.0,282.0,396.0,361.0,553.0,658.0,798.0,800.0,912.0,
    5.5.-Estafas,10740.0,7607.0,4942.0,3808.0,2498.0,2489.0,2266.0,1888.0,1657.0,1422.0,1297.0,1109.0,
    5.5.1.-Estafas informáticas,7775.0,4588.0,3204.0,1618.0,996.0,879.0,763.0,678.0,563.0,470.0,386.0,353.0,
    5.6.-Daños,3451.0,3136.0,3423.0,3482.0,3414.0,3755.0,3894.0,3944.0,4176.0,4416.0,4580.0,4441.0,
    5.7.-Contra la propiedad intelectual/industrial,13.0,14.0,66.0,42.0,38.0,30.0,45.0,36.0,78.0,71.0,72.0,98.0,
    5.8.-Blanqueo de capitales,0.0,6.0,2.0,3.0,4.0,6.0,6.0,1.0,0.0,5.0,0.0,1.0,
    5.9.-Otros contra el patrimonio,587.0,597.0,579.0,604.0,529.0,498.0,553.0,570.0,449.0,384.0,341.0,316.0,
    6. SEGURIDAD COLECTIVA,1536.0,1514.0,1920.0,1875.0,1643.0,1578.0,1718.0,1863.0,2088.0,2367.0,2410.0,1873.0,
    6.1.-Tráfico de drogas,234.0,290.0,248.0,182.0,169.0,164.0,165.0,154.0,175.0,229.0,212.0,215.0,
    6.2.-Contra la seguridad vial,1253.0,1198.0,1645.0,1664.0,1431.0,1353.0,1508.0,1676.0,1829.0,2082.0,2140.0,1570.0,
    6.3.-Otros contra la seguridad colectiva,49.0,26.0,27.0,29.0,43.0,61.0,45.0,33.0,84.0,56.0,58.0,88.0,
    7. FALSEDADES,459.0,342.0,326.0,235.0,227.0,251.0,273.0,241.0,255.0,207.0,219.0,182.0,
    8. ADMÓN. PÚBLICA,4.0,9.0,11.0,6.0,5.0,10.0,17.0,30.0,9.0,6.0,7.0,10.0,
    9. ADMÓN. JUSTICIA,481.0,454.0,460.0,426.0,366.0,324.0,351.0,396.0,349.0,363.0,419.0,455.0,
    10. ORDEN PÚBLICO,320.0,359.0,234.0,273.0,277.0,290.0,333.0,397.0,537.0,533.0,557.0,540.0,
    11. LEGISLACIÓN ESPECIAL,1.0,4.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,
    12. OTRAS INFRACCIONES PENALES,201.0,166.0,203.0,200.0,264.0,223.0,174.0,85.0,89.0,82.0,81.0,111.0,
    TOTAL INFRACCIONES PENALES,31132.0,27040.0,28883.0,27846.0,26759.0,27326.0,29130.0,30498.0,31961.0,32435.0,32427.0,30326.0,
Salamanca,
    1. CONTRA LAS PERSONAS,789.0,771.0,893.0,949.0,832.0,760.0,1366.0,1835.0,1742.0,1640.0,1635.0,1708.0,
    1.1.-Homicidios dolosos/asesinatos,5.0,4.0,2.0,1.0,5.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,1.0,2.0,0.0,0.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,
    1.2.-Lesiones,519.0,494.0,626.0,687.0,577.0,525.0,646.0,651.0,660.0,673.0,732.0,661.0,
    1.3.-Malos tratos ámbito familiar,226.0,231.0,213.0,225.0,234.0,228.0,210.0,256.0,226.0,220.0,224.0,237.0,
    1.4.-Otros contra las personas,39.0,42.0,52.0,36.0,16.0,2.0,508.0,924.0,854.0,745.0,677.0,807.0,
    2. CONTRA LA LIBERTAD,705.0,742.0,660.0,673.0,651.0,623.0,362.0,126.0,132.0,150.0,135.0,144.0,
    2.1.-Malos tratos habituales en el ámbito familiar,21.0,12.0,18.0,14.0,13.0,12.0,15.0,14.0,9.0,6.0,17.0,22.0,
    2.2.-Otros contra la libertad,684.0,730.0,642.0,659.0,638.0,611.0,347.0,112.0,123.0,144.0,118.0,122.0,
    3. LIBERTAD SEXUAL,78.0,53.0,65.0,69.0,55.0,34.0,45.0,48.0,27.0,42.0,23.0,28.0,
    3.1.-Agresión sexual,9.0,9.0,9.0,5.0,5.0,5.0,9.0,7.0,7.0,15.0,4.0,5.0,
    3.2.-Agresión sexual con penetración,11.0,9.0,6.0,8.0,4.0,6.0,2.0,3.0,3.0,3.0,0.0,4.0,
    3.3.-Corrupción de menores o incapacitados,5.0,1.0,1.0,1.0,6.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,
    3.4.-Pornografía de menores,1.0,2.0,5.0,6.0,7.0,3.0,3.0,5.0,0.0,3.0,0.0,6.0,
    3.5.-Otros contra la libertad e indemnidad sexual,52.0,32.0,44.0,49.0,33.0,20.0,27.0,27.0,17.0,21.0,19.0,13.0,
    4. RELACIONES FAMILIARES,28.0,18.0,29.0,33.0,23.0,14.0,24.0,22.0,17.0,14.0,25.0,21.0,
    5. PATRIMONIO,7126.0,6082.0,7326.0,7602.0,7546.0,7777.0,7668.0,6146.0,6604.0,7054.0,6948.0,7893.0,
    5.1.-Hurtos,2303.0,1826.0,3263.0,3418.0,3577.0,4086.0,4046.0,3027.0,3629.0,3967.0,3777.0,4326.0,
    5.2.-Robos con fuerza en las cosas,879.0,776.0,923.0,940.0,1166.0,975.0,1085.0,1095.0,1112.0,1221.0,1271.0,1595.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,283.0,307.0,261.0,217.0,317.0,301.0,236.0,199.0,211.0,213.0,472.0,531.0,
    5.2.2.-Robos con fuerza en viviendas,265.0,221.0,361.0,359.0,402.0,252.0,354.0,390.0,306.0,332.0,193.0,276.0,
    5.2.3.-Robos con fuerza en establecimientos,130.0,98.0,112.0,162.0,223.0,257.0,251.0,289.0,254.0,246.0,219.0,300.0,
    5.3.-Robos con violencia o intimidación,83.0,87.0,97.0,145.0,138.0,153.0,166.0,156.0,158.0,157.0,172.0,175.0,
    5.3.1.-Robos con violencia en vía pública,41.0,53.0,58.0,72.0,89.0,94.0,115.0,96.0,104.0,99.0,111.0,109.0,
    5.3.2.-Robos con violencia en viviendas,6.0,10.0,9.0,27.0,16.0,19.0,15.0,19.0,18.0,19.0,11.0,22.0,
    5.3.3.-Robos con violencia en establecimientos,30.0,18.0,21.0,28.0,21.0,24.0,20.0,23.0,18.0,21.0,35.0,34.0,
    5.4.-Sustracción de vehículos,60.0,49.0,46.0,61.0,105.0,114.0,113.0,109.0,81.0,110.0,129.0,174.0,
    5.5.-Estafas,2341.0,2097.0,1648.0,1607.0,1267.0,1111.0,941.0,608.0,412.0,440.0,339.0,374.0,
